Gene,DlpsB_1,DlpsB_2,DlpsB_3,DpbpG_1,DpbpG_2,DpbpG_3,WT_1,WT_2,WT_3
gene-ACX60_RS14020,82,126,207,107,104,114,125,105,152
gene-ACX60_RS14025,72,85,101,82,68,129,94,120,148
gene-ACX60_RS14030,65,63,121,66,62,96,84,84,106
gene-ACX60_RS14035,47191,67417,70824,67395,68309,74574,70743,78165,78327
gene-ACX60_RS14040,303506,440220,468589,434111,426628,472274,445732,505034,515197
gene-ACX60_RS14045,70537,101321,114235,100380,94460,114461,104962,119317,120203
gene-ACX60_RS14050,50233,75595,83750,72749,69013,87724,82354,92589,89093
gene-ACX60_RS14055,889,1724,2022,1141,1112,1577,767,954,1005
gene-ACX60_RS14060,11906,17295,18684,19417,18064,21083,24945,27516,29399
gene-ACX60_RS14065,1421,2265,2163,2525,2474,3165,3967,4229,3782
gene-ACX60_RS14070,227,344,351,353,291,328,478,422,617
gene-ACX60_RS14075,57,94,149,68,83,91,97,132,122
gene-ACX60_RS14080,3086,5068,5430,4281,4024,5022,3826,4231,4166
gene-ACX60_RS14085,485,727,889,616,632,608,514,572,669
gene-ACX60_RS14090,5,4,11,2,4,3,5,12,11
gene-ACX60_RS14095,112,165,179,116,86,88,99,143,140
gene-ACX60_RS14100,173,291,275,211,191,208,185,205,300
gene-ACX60_RS14105,173,283,298,176,216,219,226,156,214
gene-ACX60_RS14110,146,158,167,121,127,129,114,144,161
gene-ACX60_RS14115,207,290,295,234,193,200,166,266,332
gene-ACX60_RS14120,60,79,89,36,54,32,67,61,78
gene-ACX60_RS14125,224,325,324,227,152,236,227,200,308
gene-ACX60_RS14130,75,121,222,145,97,204,133,129,182
gene-ACX60_RS14135,25,38,35,11,20,38,34,37,21
gene-ACX60_RS19000,33357,53786,58889,54310,47558,70957,77025,81320,55674
gene-ACX60_RS14140,178,230,271,225,213,281,261,227,330
gene-ACX60_RS14145,960,1390,1737,1228,1048,1378,1278,1282,1612
gene-ACX60_RS14150,671,1115,1405,750,727,961,640,721,886
gene-ACX60_RS14155,415,688,648,655,633,677,717,652,792
gene-ACX60_RS14160,571,767,1008,572,496,816,430,406,595
gene-ACX60_RS14165,2017,2767,3302,2315,2443,2860,2279,2420,2690
gene-ACX60_RS14170,5609,8000,8843,8368,7818,9158,5389,5736,6753
gene-ACX60_RS14175,2244,2806,3531,2944,2488,3002,2757,2860,3308
gene-ACX60_RS14180,2433,3413,3574,2820,2424,3203,2898,3250,3739
gene-ACX60_RS14185,1318,1817,2011,1577,1377,1612,1388,1199,1593
gene-ACX60_RS14190,502,768,895,556,654,597,394,354,394
gene-ACX60_RS14195,5161,7714,9431,10428,7908,11442,11077,10828,12378
gene-ACX60_RS14200,145,253,177,355,342,285,225,348,312
gene-ACX60_RS14205,292,557,391,620,627,568,480,591,660
gene-ACX60_RS14210,2795,3676,2905,4301,4345,4382,2964,3715,4157
gene-ACX60_RS14215,2411,3399,3031,3938,3598,3948,3462,3491,4231
gene-ACX60_RS14220,52758,69407,69727,79822,76468,87539,70140,74768,80042
gene-ACX60_RS14225,4688,6903,8192,6616,6155,8719,7274,8065,7771
gene-ACX60_RS14230,8450,11496,12713,12506,11230,12654,10818,11113,13606
gene-ACX60_RS14235,3122,4446,5246,4111,3555,5200,3497,3483,4166
gene-ACX60_RS14240,126,182,246,149,107,131,159,168,214
gene-ACX60_RS14245,516,771,869,592,509,655,685,719,803
gene-ACX60_RS14250,2285,3307,2733,2537,2451,2695,2174,2402,2680
gene-ACX60_RS14255,559,874,1020,749,736,900,679,743,863
gene-ACX60_RS14260,470,769,772,605,562,703,526,590,677
gene-ACX60_RS14265,688,1400,1754,709,922,1154,362,327,473
gene-ACX60_RS14270,523,642,1071,688,458,1112,1062,1219,1066
gene-ACX60_RS14275,8622,13702,14655,13715,12467,16137,16899,18664,19571
gene-ACX60_RS14280,9280,13826,14641,13966,11739,17011,17567,19208,20600
gene-ACX60_RS14285,3910,6485,7738,5663,4651,8589,5131,5145,5966
gene-ACX60_RS14290,18203,31928,31776,40863,37711,44670,34828,37216,38365
gene-ACX60_RS14295,3103,4804,5370,3606,3642,4387,2599,2712,3706
gene-ACX60_RS14300,1165,1400,1429,1224,1440,1230,1093,1217,1437
gene-ACX60_RS14305,1541,2169,2400,2287,1608,2198,2335,2116,2426
gene-ACX60_RS14310,739,972,1216,976,785,1245,842,798,867
gene-ACX60_RS14315,2981,4399,4977,3739,3785,4745,3007,3233,3880
gene-ACX60_RS14320,336,522,462,500,381,511,700,746,823
gene-ACX60_RS14325,723,909,967,885,619,985,1638,1497,1749
gene-ACX60_RS14330,842,1292,1426,904,892,1091,1927,1911,2298
gene-ACX60_RS14335,1265,1914,2016,1380,1199,1589,2835,2733,3153
gene-ACX60_RS14340,301,428,580,350,296,413,516,434,547
gene-ACX60_RS14345,6,4,10,12,8,14,2,8,2
gene-ACX60_RS14350,241,338,403,305,339,341,261,253,275
gene-ACX60_RS14355,1658,2165,2179,1543,1617,1775,979,1073,1255
gene-ACX60_RS14360,7751,15736,15396,10227,8281,11785,7110,7936,8461
gene-ACX60_RS14365,1454,2263,2228,2107,2361,2341,1558,1833,1906
gene-ACX60_RS14370,1339,1955,2283,1983,2094,2216,1440,1655,1836
gene-ACX60_RS14375,2427,3657,3523,3559,3519,3602,2675,3046,3275
gene-ACX60_RS14380,84,98,161,73,56,93,89,67,62
gene-ACX60_RS14385,810,1074,1012,901,809,887,932,1062,1203
gene-ACX60_RS14390,1213,2046,1930,1443,1484,1543,1541,1629,1822
gene-ACX60_RS14395,468,870,933,755,652,847,778,674,937
gene-ACX60_RS14400,3874,5948,6095,5549,5606,5817,4553,5349,5939
gene-ACX60_RS14405,375,514,656,671,510,624,821,787,788
gene-ACX60_RS14410,696,906,895,929,833,967,846,721,866
gene-ACX60_RS14415,81,128,113,124,72,95,113,72,112
gene-ACX60_RS14420,869,1257,1378,869,757,859,907,981,1177
gene-ACX60_RS14425,238,403,383,189,228,238,284,234,306
gene-ACX60_RS14430,1009,1603,1817,1022,964,1117,1146,1172,1527
gene-ACX60_RS14435,645,986,946,665,563,763,722,689,792
gene-ACX60_RS14440,2226,3730,4088,3905,3631,4318,2872,3382,3794
gene-ACX60_RS14445,1109,1497,1646,1453,1287,1657,1662,1597,1859
gene-ACX60_RS14450,199,314,367,277,220,291,470,359,398
gene-ACX60_RS14455,347,534,672,551,396,603,445,432,660
gene-ACX60_RS14460,2306,3282,3421,3024,2972,3067,2101,2057,2864
gene-ACX60_RS14465,222,273,581,262,159,347,82,105,94
gene-ACX60_RS14470,7028,9997,10306,10335,10802,10994,9464,11165,10850
gene-ACX60_RS14475,2,7,9,9,2,8,6,0,13
gene-ACX60_RS14480,146,310,341,278,254,363,300,286,369
gene-ACX60_RS14485,137,162,202,160,136,183,117,90,145
gene-ACX60_RS14490,344,487,483,464,515,599,389,408,554
gene-ACX60_RS14495,562,701,638,659,698,549,498,575,563
gene-ACX60_RS14500,194,273,311,183,186,222,269,243,246
gene-ACX60_RS14505,657,968,1009,995,858,983,917,761,993
gene-ACX60_RS19600,58,57,105,60,43,96,81,70,121
gene-ACX60_RS14515,2063,3289,3229,3230,3671,3207,1468,2059,1991
gene-ACX60_RS14520,25,40,54,48,58,65,43,40,43
gene-ACX60_RS14525,852,1166,1462,1040,911,1241,1159,1245,1389
gene-ACX60_RS14530,1139,1693,1965,1363,1256,1671,1398,1417,1743
gene-ACX60_RS14535,1930,2650,2937,2281,2317,2534,2510,2568,2888
gene-ACX60_RS14540,136,222,288,166,170,228,230,204,263
gene-ACX60_RS14545,171,309,555,284,239,489,326,330,305
gene-ACX60_RS14550,1893,3085,3728,2606,2362,2933,1876,2392,2805
gene-ACX60_RS14555,21657,30501,35972,35979,31942,42098,43079,46258,45313
gene-ACX60_RS14560,31445,43164,46199,45390,43274,51493,55888,60124,58598
gene-ACX60_RS14565,37191,50460,53303,54834,52817,58745,65941,71674,72597
gene-ACX60_RS14570,4583,6298,7089,6761,6262,7647,8248,9556,9611
gene-ACX60_RS14575,6966,9772,9569,11094,10937,11621,14255,15631,14366
gene-ACX60_RS14580,9388,13070,13783,14028,14999,14170,15097,16451,17745
gene-ACX60_RS14585,16497,23245,24478,25257,26497,27534,31799,34203,34177
gene-ACX60_RS14590,47548,66506,69508,79291,79705,82418,87873,99110,99825
gene-ACX60_RS14595,22980,33801,32153,36169,39500,35823,34305,37748,40137
gene-ACX60_RS14600,5956,8157,9297,8873,8843,9945,9439,10078,10337
gene-ACX60_RS14605,29096,41589,42240,46774,48827,47892,46227,52582,51883
gene-ACX60_RS14610,8260,12564,11855,13127,14307,14301,12993,14251,14297
gene-ACX60_RS14615,8325,12771,10366,11919,13885,12482,10309,11399,12770
gene-ACX60_RS14620,655,932,921,616,562,686,1116,1085,1288
gene-ACX60_RS14625,207,383,650,254,228,333,212,178,226
gene-ACX60_RS14630,6918,11485,11826,12934,13665,13190,8037,9278,10569
gene-ACX60_RS14635,5684,9858,10372,10385,10623,10796,6181,7523,8548
gene-ACX60_RS19935,0,13,11,5,5,11,4,1,4
gene-ACX60_RS14640,47343,67264,70475,74510,70955,78603,62603,70692,72134
gene-ACX60_RS14645,95,128,155,205,216,148,185,193,171
gene-ACX60_RS14650,23515,32271,31504,35516,33274,38002,25232,27648,30723
gene-ACX60_RS14655,196,282,283,226,237,316,134,189,288
gene-ACX60_RS14660,35,48,32,35,37,23,30,33,45
gene-ACX60_RS14665,15,10,18,21,6,23,22,13,9
gene-ACX60_RS20045,1434,2321,3176,1135,979,1528,1509,1740,2364
gene-ACX60_RS14675,0,0,0,0,0,2,0,0,2
gene-ACX60_RS14680,6,9,8,8,6,14,6,15,15
gene-ACX60_RS14685,22,53,63,31,18,55,63,69,89
gene-ACX60_RS14690,80,70,89,54,39,55,84,83,101
gene-ACX60_RS14695,3074,3977,5061,4277,3547,4395,3546,3524,4759
gene-ACX60_RS14700,15907,21643,25918,19954,18260,23024,15472,17189,21506
gene-ACX60_RS14705,7891,10346,14623,12253,9942,14235,11538,11571,13976
gene-ACX60_RS14710,42,34,77,30,49,48,42,34,38
gene-ACX60_RS14715,18,24,24,29,7,33,21,19,40
gene-ACX60_RS14720,42,62,69,50,21,61,37,52,69
gene-ACX60_RS14725,195,235,267,91,86,126,134,138,174
gene-ACX60_RS14730,433,767,713,252,204,321,207,319,367
gene-ACX60_RS14735,44,68,84,76,68,48,50,102,102
gene-ACX60_RS14740,410,503,605,412,321,402,418,425,464
gene-ACX60_RS14745,52,69,75,74,32,50,57,47,74
gene-ACX60_RS14750,36,48,28,28,23,45,40,26,49
gene-ACX60_RS14755,226,284,319,230,224,222,272,225,295
gene-ACX60_RS14760,43,54,68,51,58,56,73,45,62
gene-ACX60_RS14765,67,71,70,59,81,70,66,62,70
gene-ACX60_RS14770,151,234,200,136,130,150,112,144,155
gene-ACX60_RS14775,76,114,124,92,91,65,113,69,120
gene-ACX60_RS14780,196,314,302,162,172,176,149,190,249
gene-ACX60_RS14785,32,54,88,48,56,64,55,34,60
gene-ACX60_RS14790,133,213,194,173,169,190,144,191,215
gene-ACX60_RS14795,247,463,495,364,368,416,334,330,437
gene-ACX60_RS14800,290,465,221,547,457,341,528,511,667
gene-ACX60_RS14805,4,8,4,4,4,7,4,5,2
gene-ACX60_RS14810,707,1273,1020,1604,1398,1433,1352,1434,1921
gene-ACX60_RS14815,246,488,420,617,544,577,624,571,634
gene-ACX60_RS14820,2244,3210,3119,2568,2720,2662,2184,2611,2694
gene-ACX60_RS14825,2052,3410,3270,2621,2585,2826,2721,2624,3244
gene-ACX60_RS14830,101,194,178,122,137,125,110,134,129
gene-ACX60_RS14835,92,114,150,116,84,132,132,120,151
gene-ACX60_RS14840,197,221,247,172,181,146,215,206,215
gene-ACX60_RS14845,159,211,231,248,215,262,212,317,399
gene-ACX60_RS14850,992,1555,1569,1747,1469,1841,1628,1936,2190
gene-ACX60_RS14855,703,1308,1358,1351,1121,1323,1442,1487,1580
gene-ACX60_RS14860,909,1524,2003,1051,999,1291,1169,1194,1354
gene-ACX60_RS14865,2084,2967,3271,2893,2799,3177,2984,3053,3267
gene-ACX60_RS14870,101,120,214,128,107,148,136,161,116
gene-ACX60_RS14875,1272,1844,1730,1568,1640,1373,1330,1378,1750
gene-ACX60_RS14880,2031,3250,3439,2857,2761,2780,2562,2741,3157
gene-ACX60_RS14885,486,714,691,552,603,650,544,605,624
gene-ACX60_RS14890,812,1265,1297,1147,1059,1239,797,933,1049
gene-ACX60_RS14895,390,714,600,377,450,468,340,431,490
gene-ACX60_RS14900,314,471,507,409,475,408,409,412,479
gene-ACX60_RS14905,302,422,535,342,254,482,413,427,423
gene-ACX60_RS14910,816,1122,1710,1043,719,1353,1449,1268,1670
gene-ACX60_RS14915,168,248,269,141,112,183,236,215,248
gene-ACX60_RS14920,260,384,470,317,265,276,333,429,405
gene-ACX60_RS14925,385,620,674,311,309,392,338,323,468
gene-ACX60_RS14930,93,112,175,83,70,95,82,107,138
gene-ACX60_RS14935,431,679,671,397,369,452,488,428,565
gene-ACX60_RS14940,117,153,160,131,141,164,174,157,147
gene-ACX60_RS14945,1297,1977,1942,1650,1475,1710,1367,1651,1879
gene-ACX60_RS14950,4740,6885,7726,6195,5494,6620,5980,6226,7324
gene-ACX60_RS14955,2055,3288,3604,3003,2567,3843,2705,3065,3132
gene-ACX60_RS14960,7290,12002,11251,10176,10761,10637,7997,8663,9724
gene-ACX60_RS14965,1046,1939,2121,1221,1455,1490,845,775,1177
gene-ACX60_RS14970,163,262,384,139,130,195,172,166,141
gene-ACX60_RS14975,444,680,1046,520,455,638,784,681,750
gene-ACX60_RS14980,0,0,0,0,0,2,0,4,0
gene-ACX60_RS14985,0,0,0,0,0,0,6,0,0
gene-ACX60_RS14990,0,0,0,0,0,0,0,0,0
gene-ACX60_RS14995,0,0,0,0,0,0,0,0,0
gene-ACX60_RS15000,4,2,14,2,0,22,16,12,10
gene-ACX60_RS15005,2671,4116,4382,3420,3368,3671,3083,3663,3604
gene-ACX60_RS15010,2128,3081,4036,2139,1848,2646,2859,3116,3182
gene-ACX60_RS15015,2105,2890,3799,3219,2659,3892,3834,3846,3965
gene-ACX60_RS15020,2386,3460,3225,3236,2869,3572,3063,3406,3677
gene-ACX60_RS15025,258,446,544,372,322,450,350,391,490
gene-ACX60_RS15030,70,194,298,157,116,213,307,187,226
gene-ACX60_RS15035,343,703,836,501,476,686,538,543,600
gene-ACX60_RS15040,1216,1862,1684,1331,1306,1352,1090,1235,1272
gene-ACX60_RS15045,1150,1747,1987,1341,1501,1618,1144,1349,1583
gene-ACX60_RS15050,769,1379,1520,1069,1142,1192,970,1084,1138
gene-ACX60_RS15055,1320,2034,2282,2534,2323,2618,1989,2030,2453
gene-ACX60_RS15060,6380,8786,9211,7783,7565,8323,6351,7270,8035
gene-ACX60_RS15065,688,1050,1367,1196,948,1474,1722,1742,1707
gene-ACX60_RS15070,1679,2248,2894,2523,2399,2910,3190,3172,3766
gene-ACX60_RS15075,584,923,1058,840,676,838,1324,1390,1593
gene-ACX60_RS15080,7195,10732,10262,9749,10379,10179,10648,12890,15413
gene-ACX60_RS15085,2929,4434,4528,3060,3212,3274,2734,3006,3587
gene-ACX60_RS15090,2348,3832,4571,2997,2724,4039,2887,3623,3602
gene-ACX60_RS15095,20767,28993,29200,26994,23947,29414,22713,23854,27878
gene-ACX60_RS19605,330,529,718,353,320,539,182,189,347
gene-ACX60_RS15100,1299,1850,3358,2194,1790,4783,3635,4360,2973
gene-ACX60_RS15105,1399,2465,3040,2294,2119,2662,1471,1603,1953
gene-ACX60_RS15110,12441,17901,18890,15219,15842,17552,13956,16168,16997
gene-ACX60_RS15115,4384,6372,6133,5474,5819,5557,4329,5490,5534
gene-ACX60_RS15120,388,524,706,407,366,520,487,458,518
gene-ACX60_RS15125,18,32,70,27,9,25,48,28,32
gene-ACX60_RS15130,116,176,326,128,107,189,130,125,190
gene-ACX60_RS15135,22827,31603,33380,31404,29645,41682,32378,38992,35781
gene-ACX60_RS15140,6780,8998,10153,9895,8982,11841,8939,10936,10963
gene-ACX60_RS19955,30,34,45,41,43,35,20,21,28
gene-ACX60_RS15145,565,782,867,701,627,787,756,669,828
gene-ACX60_RS15150,131,193,236,199,187,229,191,205,246
gene-ACX60_RS15155,1029,1457,1547,1388,1224,1558,997,1226,1341
gene-ACX60_RS15160,16346,24390,24977,23418,22881,26382,18006,20823,24069
gene-ACX60_RS15165,16561,24284,26915,23742,22178,27275,22427,25128,27144
gene-ACX60_RS15170,524,733,913,587,487,597,590,613,796
gene-ACX60_RS15175,699,1078,1546,958,850,1377,937,1015,991
gene-ACX60_RS15180,555,808,982,822,714,857,541,584,818
gene-ACX60_RS15185,2129,3584,3688,3872,3499,4070,3706,4085,4093
gene-ACX60_RS15190,2553,3871,4023,3453,3846,4099,3532,3937,4066
gene-ACX60_RS15195,3240,4900,5182,4074,3922,4801,4105,4830,4733
gene-ACX60_RS15200,890,1401,1455,1083,1037,1338,1043,1250,1318
gene-ACX60_RS15205,6867,9874,9904,8003,7970,8399,7305,7893,9309
gene-ACX60_RS15210,49,92,134,58,40,74,89,66,115
gene-ACX60_RS15215,18,60,73,32,31,62,31,42,39
gene-ACX60_RS15220,207,255,353,304,200,315,282,286,384
gene-ACX60_RS15225,9072,13363,14752,13026,12072,14171,12470,13099,14761
gene-ACX60_RS15230,2325,3241,3739,3419,3305,3837,3024,3215,3920
gene-ACX60_RS15235,1224,1695,1765,1788,1777,1947,1756,1833,1940
gene-ACX60_RS15240,1532,2585,2655,2151,2213,2413,1781,1934,2362
gene-ACX60_RS15245,1368,1933,1957,1755,1779,1945,2016,1989,2420
gene-ACX60_RS15250,410,680,777,333,293,342,361,293,362
gene-ACX60_RS15255,705,1045,951,546,660,556,507,498,561
gene-ACX60_RS15260,900,1191,1297,999,1024,814,789,864,1018
gene-ACX60_RS15265,12622,17289,24971,15537,12929,18991,12411,14732,15547
gene-ACX60_RS15270,452,571,761,374,260,409,368,401,516
gene-ACX60_RS15275,499,718,828,962,1106,1012,904,1103,1172
gene-ACX60_RS15280,68,106,63,129,143,140,74,105,113
gene-ACX60_RS15285,422,599,627,928,999,986,851,1005,1069
gene-ACX60_RS15290,142,177,187,131,106,202,169,169,176
gene-ACX60_RS15295,5,41,39,18,20,35,35,23,31
gene-ACX60_RS15300,591,938,1002,774,626,847,941,845,1004
gene-ACX60_RS15305,1522,2026,1861,2061,2000,2040,1686,1713,2117
gene-ACX60_RS15310,969,1469,1793,1340,1406,1585,453,597,679
gene-ACX60_RS15315,311,455,572,465,411,488,353,422,523
gene-ACX60_RS19610,0,6,8,4,2,7,3,0,11
gene-ACX60_RS15320,601,1005,1051,695,766,857,480,548,755
gene-ACX60_RS15325,3892,6667,6098,3615,4765,3956,1911,2107,2610
gene-ACX60_RS15330,360,622,629,508,526,497,443,438,533
gene-ACX60_RS15335,1011,1572,1695,1395,1421,1430,913,1316,1392
gene-ACX60_RS15340,205,226,374,205,204,323,238,274,250
gene-ACX60_RS15345,2678,4411,4631,4042,4116,4674,3440,4110,4051
gene-ACX60_RS15350,511,920,817,500,508,644,532,495,606
gene-ACX60_RS15355,576,854,1089,786,791,829,692,695,837
gene-ACX60_RS15360,415,667,664,366,436,504,253,347,491
gene-ACX60_RS15365,2976,4456,4642,2695,2743,3224,2787,3112,3572
gene-ACX60_RS15370,49,84,136,57,52,83,167,88,163
gene-ACX60_RS15375,4,26,60,16,10,26,38,33,60
gene-ACX60_RS15380,6,8,6,8,7,12,6,12,10
gene-ACX60_RS15385,472,682,873,656,690,792,814,780,790
gene-ACX60_RS15390,13113,20111,20531,15153,14529,18765,12950,15021,15511
gene-ACX60_RS15395,2214,3611,3724,3142,2841,2930,2429,2699,3181
gene-ACX60_RS15400,15986,23348,21847,20571,21883,20669,19202,21187,23199
gene-ACX60_RS15405,34,36,46,23,41,33,26,16,37
gene-ACX60_RS15410,12628,18464,18269,17215,17063,18365,16800,18148,18963
gene-ACX60_RS15415,2294,3362,3457,3754,3462,3439,2947,2736,3480
gene-ACX60_RS15420,2085,2740,2648,2917,2741,2720,2435,2450,2991
gene-ACX60_RS15425,2793,4153,4183,2992,3591,2616,1201,1197,1387
gene-ACX60_RS15430,6062,8895,7850,6111,7590,4699,2329,2593,2895
gene-ACX60_RS15435,4020,5474,5378,3675,4284,3109,1498,1670,2056
gene-ACX60_RS15440,3115,5216,4637,6032,6024,6845,7404,8294,8566
gene-ACX60_RS15445,4326,6570,6857,5296,5367,6671,5988,6874,7020
gene-ACX60_RS15450,1043,1536,1494,1572,1460,1775,1294,1357,1394
gene-ACX60_RS15455,2192,3012,3283,3045,2999,3471,2764,3113,3493
gene-ACX60_RS15460,14271,23363,21798,16604,16243,17453,14301,17074,17431
gene-ACX60_RS15465,7463,12156,11853,9088,7842,9262,7082,8846,8611
gene-ACX60_RS15470,4489,6390,9543,4722,3419,7141,4949,4984,4843
gene-ACX60_RS15475,197,282,379,250,212,316,281,295,315
gene-ACX60_RS15480,451,645,828,392,350,584,439,490,566
gene-ACX60_RS15485,1931,2778,3115,1819,1742,2106,1937,2125,2579
gene-ACX60_RS15490,1299,2253,2506,1380,1394,1793,1547,1800,2053
gene-ACX60_RS15495,131,211,264,133,148,183,178,153,224
gene-ACX60_RS15500,909,1379,1312,965,935,1054,961,1022,1313
gene-ACX60_RS15505,433,645,589,398,443,477,448,427,567
gene-ACX60_RS15510,963,1351,1544,976,999,1166,1200,1376,1371
gene-ACX60_RS15515,1727,2485,2511,2466,2665,2496,2534,2694,2928
gene-ACX60_RS15520,789,1066,919,1036,1148,1017,1143,1366,1221
gene-ACX60_RS15525,209,335,430,360,350,254,315,336,366
gene-ACX60_RS15530,1336,1853,1704,1471,1619,1545,1522,1724,1896
gene-ACX60_RS15535,476,665,719,553,581,590,593,631,696
gene-ACX60_RS15540,425,679,523,564,601,546,587,582,657
gene-ACX60_RS15545,869,1370,1556,1090,1053,1083,1109,1139,1287
gene-ACX60_RS15550,388,661,589,593,570,540,525,531,649
gene-ACX60_RS15555,94,154,232,108,74,153,85,75,128
gene-ACX60_RS15560,80,117,157,78,101,113,76,108,74
gene-ACX60_RS15565,868,1183,1148,961,1022,1023,876,958,1192
gene-ACX60_RS15570,518,815,838,608,611,646,675,759,859
gene-ACX60_RS15575,6698,10121,11065,8702,8100,9985,7099,7753,8814
gene-ACX60_RS15580,9542,14362,13839,14140,13795,15200,12848,14019,14245
gene-ACX60_RS15585,2116,3280,3901,2891,2556,3473,2673,2728,3321
gene-ACX60_RS15590,4604,7413,7948,5714,5961,7119,5395,5677,6576
gene-ACX60_RS15595,4750,7964,7412,7255,7588,7725,7001,7652,8373
gene-ACX60_RS15600,2876,4411,4691,4775,4137,5104,4548,4390,4953
gene-ACX60_RS15605,2360,3281,3258,3063,3060,3038,2552,2718,3422
gene-ACX60_RS15610,5411,7354,8299,7284,6820,7928,7445,8088,8920
gene-ACX60_RS15615,9982,13528,17294,17647,14379,21172,15543,18759,18476
gene-ACX60_RS15620,945,1387,1215,1421,1442,1321,913,1147,1304
gene-ACX60_RS15625,112,242,200,160,116,196,130,123,189
gene-ACX60_RS15630,130,187,202,164,117,182,145,141,178
gene-ACX60_RS15635,8456,13967,14007,11408,12399,11988,7703,8550,9627
gene-ACX60_RS15640,2512,3710,3405,2869,3250,3286,1765,2187,2183
gene-ACX60_RS15645,620,906,952,528,403,604,518,504,640
gene-ACX60_RS15650,570,931,855,445,430,475,450,466,658
gene-ACX60_RS15655,5278,8324,7559,6067,6202,6327,5898,6470,7329
gene-ACX60_RS15660,9910,15759,14483,11498,11580,13413,8766,10086,11503
gene-ACX60_RS15665,3033,5072,5354,3767,3773,4599,2656,2759,3533
gene-ACX60_RS15670,12082,19709,17847,18181,19568,19923,14641,17226,17252
gene-ACX60_RS15675,5894,9323,8247,8688,9909,9609,6461,7243,8027
gene-ACX60_RS15680,29979,45302,39198,42477,49667,43798,28460,34073,37572
gene-ACX60_RS15685,805,1236,1047,938,1055,802,444,563,633
gene-ACX60_RS15690,1756,2772,2494,1875,2326,1953,1055,1281,1455
gene-ACX60_RS15695,9656,14254,13219,12459,13747,13659,9684,11198,12344
gene-ACX60_RS15700,126,150,276,134,88,177,212,183,180
gene-ACX60_RS15705,604,836,823,425,358,467,367,464,684
gene-ACX60_RS15710,16220,26632,26453,16115,15472,18132,13951,15254,17898
gene-ACX60_RS15715,5213,7807,9489,5751,5323,6877,6225,6616,7629
gene-ACX60_RS15720,16236,27382,27813,29346,28754,33513,25849,30034,29604
gene-ACX60_RS15725,1100,1511,1601,1375,1508,1488,1265,1214,1252
gene-ACX60_RS15730,1102,1641,1467,1132,1293,1213,1066,1073,1185
gene-ACX60_RS15735,8151,12901,12554,6608,6510,6716,5815,7255,7212
gene-ACX60_RS15740,5284,7481,6659,5207,5279,5148,4690,5271,5820
gene-ACX60_RS15745,3170,5197,5148,4346,4451,4117,3151,3955,4443
gene-ACX60_RS15750,4919,8262,7625,5841,5721,6199,4545,5498,5945
gene-ACX60_RS15755,674,956,1232,849,779,1034,926,898,1119
gene-ACX60_RS15760,256,459,461,399,368,446,404,392,423
gene-ACX60_RS15765,10,3,18,14,10,12,7,8,13
gene-ACX60_RS15770,12,19,21,22,27,23,23,29,30
gene-ACX60_RS15775,12,29,45,46,24,41,41,19,59
gene-ACX60_RS15780,206,300,324,333,213,288,302,384,363
gene-ACX60_RS15785,175,229,263,152,115,198,178,217,227
gene-ACX60_RS15790,97,147,189,127,125,98,126,121,113
gene-ACX60_RS15795,2791,3830,3760,4538,5084,4757,2577,2950,3329
gene-ACX60_RS15800,128,147,275,197,144,276,245,220,277
gene-ACX60_RS15805,195,308,449,272,252,320,312,298,425
gene-ACX60_RS15810,3242,4460,4429,4276,4106,4097,3690,4019,4986
gene-ACX60_RS15815,1119,1529,1722,1361,1257,1356,1211,1317,1670
gene-ACX60_RS15820,2108,3007,3165,2641,2560,3013,2639,2950,3469
gene-ACX60_RS15825,1405,1875,2696,1744,1409,2248,1254,1266,1736
gene-ACX60_RS15830,241,385,515,499,547,628,591,615,623
gene-ACX60_RS15835,725,1122,1285,1505,1998,1676,2199,1866,1801
gene-ACX60_RS15840,529,818,1022,833,994,819,722,674,801
gene-ACX60_RS15845,1415,2533,2619,2213,2042,2845,2510,2540,2604
gene-ACX60_RS15850,480,825,874,785,782,819,765,751,887
gene-ACX60_RS15855,2706,4018,3960,2490,3065,2628,3939,3819,4805
gene-ACX60_RS15860,26701,40799,40954,39402,38463,46624,29825,32905,37789
gene-ACX60_RS15865,532,814,982,630,498,1156,621,735,769
gene-ACX60_RS15870,2969,4270,4612,3448,3749,4121,3872,4471,4643
gene-ACX60_RS15875,861,1126,1355,509,541,501,357,446,582
gene-ACX60_RS15880,1330,1992,2245,1791,1558,1845,1536,1469,1791
gene-ACX60_RS15885,125,237,200,161,193,169,141,159,210
gene-ACX60_RS15890,94,247,283,152,176,266,185,137,183
gene-ACX60_RS15895,1242,1837,2105,1668,1487,1735,1382,1605,1870
gene-ACX60_RS15900,391,524,517,593,577,617,331,287,379
gene-ACX60_RS15905,158,303,271,192,205,220,243,222,288
gene-ACX60_RS15910,23713,35631,33224,30747,30717,31222,30449,36226,38602
gene-ACX60_RS15915,1899,3089,3522,2366,2300,2670,2593,2950,3468
gene-ACX60_RS15920,159,215,248,224,172,241,265,291,306
gene-ACX60_RS15925,561,882,1119,748,632,861,830,855,983
gene-ACX60_RS15930,213,363,359,304,250,308,216,275,326
gene-ACX60_RS15935,2401,3238,3173,2778,2652,2929,2109,2435,2760
gene-ACX60_RS15940,506,714,704,463,515,445,617,701,762
gene-ACX60_RS15945,1063,1475,1650,1366,1117,1535,1310,1296,1772
